orig_index	sentence	label
15127	while the transgressive trappings ( especially the frank sex scenes ) ensure that the film is never dull , rodriguez 's beast-within metaphor is ultimately rather silly and overwrought , making the ambiguous ending seem goofy rather than provocative .	0
15128	acting horribly	0
15129	all-night	0
15130	will have been discovered , indulged in and rejected as boring before i see this piece of crap again .	0
15131	is just such an achievement	1
15132	almost everyone growing up believes their family must look like `` the addams family '' to everyone looking in . `` my big fat greek wedding '' comes from the heart .	1
15133	's truly deserving of its oscar nomination	1
15134	most depressing	0
15135	could have turned this into an argentine retread of `` iris '' for `` american beauty , '' but instead pulls a little from each film and creates something more beautiful than either of those films .	1
15136	a fish that 's lived too long	0
15137	the small , human moments	1
15138	of the tooth and claw of human power	1
15139	a gentle waking coma	0
15140	although i did in't hate this one , it 's not very good either .	0
15141	paved with good intentions leads to the video store ''	0
15142	one of the more glaring signs of this movie 's servitude to its superstar is the way it skirts around any scenes that might have required genuine acting from ems. spears .	0
15143	the same way goodall did , with a serious minded patience , respect and affection	1
15144	is a real charmer .	1
15145	the word that comes to mind , while watching eric groomer 's tribute to a courageous scottish lady	1
15146	like the work of an artist who is simply tired -- of fighting the same fights , of putting the weight of the world on this shoulders , of playing with narrative form .	0
15147	opposites attract for no better reason than that the screenplay demands it	0
15148	the bottom tier	0
15149	may well	1
15150	its pulpy score conceit	0
15151	assaultive	0
15152	with acting , stone and space very obviously mark him as a video shelter making this feature debut	1
15153	strike some westerners as verging on mambo-jumbo	0
15154	obvious	0
15155	the first bond movie in pages that is in't fake fun .	1
15156	gives it a sturdiness and solidity that we 've long associated with washington	1
15157	resourceful	1
15158	yes , i suppose it 's lovely that cal works out this issues with this dad and comes to terms with this picture-perfect life -- but world traveller gave me no reason to care , so i did in't .	0
15159	worse ,	0
15160	his brawny frame and cool , composed delivery	1
15161	it sucked .	0
15162	for all the wit and hoopla , festival in cannes offers rare insight into the structure of relationships .	1
15163	this movie sucks . '	0
15164	is just an overexposed waste of film	0
15165	wives are worse	0
15166	sucked	0
15167	pointless meditation	0
15168	flow through the hollywood pipeline without a hitch	1
15169	wickedly funny	1
15170	wonderful subject	1
15171	gentle film	1
15172	nowhere fast	0
15173	to understand what made allen 's romantic comedies so pertinent and enduring	1
15174	its lackadaisical plotting and mindless action	0
15175	will lead when given the opportunity	1
15176	worst excesses	0
15177	got a house full of tots -- do in't worry	1
15178	try as you might to resist , if you 've got a place in your heart for smokey robinson , this movie will worm its way there .	1
15179	also has many of the things that made the first one charming .	1
15180	're definitely convinced that these women are spectacular	1
15181	since dahmer resorts to standard slasher flick thrills when it should be most in the mind of the killer	0
15182	it 's tough to watch ,	0
15183	huge mess	0
15184	very well-written and very well-acted	1
15185	has stepped into the mainstream of filmmaking with an assurance worthy of international acclaim and with every cinematic tool well under this control -- driven by a natural sense for what works	1
15186	predecessors the mummy and the mummy returns stand as intellectual masterpieces next to the scorpion king .	0
15187	zings all the way through with originality , humour and pathos	1
15188	engages	1
15189	's almost worth seeing because it 's so bad	0
15190	pulls the strings that make williams sink into melancholia	1
15191	make showtime the most savoy and hilarious guilty pleasure of many a recent movie season .	1
15192	an actual vietnam war combat movie	1
15193	retelling a historically significant , and personal , episode detailing how one international city welcomed tens of thousands of german jewish refugees while the world 's democracies	1
15194	to congratulate himself for having the guts to confront it	1
15195	numbing	0
15196	a first-class road movie that proves you	1
15197	it is a loose collection of not-so-funny gags , scattered moments of lazy humour	0
15198	a slap-happy series	1
15199	to rank with its worthy predecessors	1
15200	much of what we see is horrible	0
15201	the characters , cast in impossibly contrived situations	0
15202	in the reassuring manner of a beautifully sung holiday carol	1
15203	a stand in favor of tradition and warmth	1
15204	suffocate the illumination created by the two daughters	0
15205	the most interesting writer/directors	1
15206	would make it a great piece to watch with kids and use to introduce video as part	1
15207	enhances the personal touch of manual animation	1
15208	give it a marginal thumbs up	1
15209	the film feels uncomfortably real , its language and locations bearing the unmistakable stamp of authority .	1
15210	's easier to change the sheets than to change hackneyed concepts when it comes to dreaming up romantic comedies	0
15211	featuring an oscar-worthy performance by julianne moore .	1
15212	foolish choices for advice	0
15213	old-hat province	0
15214	bottom-of-the-bill	0
15215	its questionable satirical ambivalence	0
15216	the plot is plastered with one hollywood cliche after another , most of which involve precocious kids getting the better of obnoxious adults .	0
15217	niches	1
15218	are hoping it will be , and in that sense is a movie that deserves recommendation	1
15219	be put to sleep for bewildered by the artsy and often pointless visuals	0
15220	enjoyable	1
15221	powerful , naturally dramatic piece	1
15222	too cloud , too goofy and	0
15223	take away the controversy , and it 's not much more watchable than a mexican soap opera .	0
15224	a drag how nettelbeck sees working women -- for at least this working woman -- for whom she shows little understanding	0
15225	the country bears wastes an exceptionally good idea .	0
15226	the sick sense	0
15227	fat	0
15228	with good intentions	1
15229	is a strength of a documentary to disregard available bias , especially as temptingly easy as it would have been with this premise	1
15230	not mean-spirited	1
15231	black hawk down and we	1
15232	too campy to work as straight drama and	0
15233	my only wish is that celebs could take me back to a time before i saw this movie and i could just skip it .	0
15234	sophisticated in the worst way	0
15235	a likable story	1
15236	exceedingly	1
15237	vapid and	0
15238	while the last metro ) was more melodramatic , confined to a single theatre company and its strategies and deceptions , while taverner is more concerned with the entire period of history .	1
15239	are breathtaking	1
15240	is no substitute for on-screen chemistry	0
15241	a seventy-five-minute sample of puerile rubbish that is listless , witless , and devoid of anything resembling humour .	0
15242	often surprising twists and an intermingling of naiveé and sophistication	1
15243	attal 's hang-ups surrounding infidelity are so old-fashioned and , dare i say , outdated	0
